docno,title,producer,genre,description,num_episodes,rating,num_reviews,link
afwxps4b,Ancient History Fangirl,Jenny Williamson and Genn McMenemy,History,"An ancient history podcast run by two Millennial women. Misbehaving emperors, poison assassins, mythological mayhem; it’s like if Hardcore History met up with My Favorite Murder in the ancient world, with a heavy helping of booze and laughter. New episodes weekly. Currently covering ancient mysteries.",162,4.7,293,https://podcasts.apple.com/us/podcast/ancient-history-fangirl/id1348151802
r3jknvmk,Your Own Magic,Raquelle Mantra,Religion & Spirituality,"a soul-expanding podcast.the intention of the podcast is self-explanatory... to help you explore and unleash 'your own magic'. as the podcast has changed over the years, we encourage all listeners to unabashedly embrace all of who you are: the soul; the human; the mystic; the intellect; the light; the mess; the integration of this mind, body, + spirit.yom continues to share messages from visionaries, artists, authors, guides, healers, entrepreneurs, and the host - raquelle mantra - who may help strengthen your vision in the unfolding of your own magic.hosted by @raquellemantra;music by sounds of sion @sionlouks https://soundcloud.com/soundsofsion;artwork by @broken_isnt_bad https://brokenisntbad.com/.",323,4.8,1600,https://podcasts.apple.com/us/podcast/your-own-magic/id1296736740
6eb2jgl7,Practical Stoicism,Tanner Campbell,Society & Culture,"Those approaching Stoicism for the first time, with the intention of adopting it as a life philosophy, can find it both impossibly dense and extreme in its expectations of its students. For this reason, it is important that there exist a practical interpretation of the high-minded values of this ancient philosophy - to make the understanding and adoption of the basic tenets of Stoicism easier for those just starting out. This podcast helps newcomers get acquainted and comfortable with the practical aspects of Stoicism - it is a stepping stone to those heavier and denser parts of the philosophy that we all, if we truly wish to commit ourselves to practicing the philosophy of Stoicism, must delve into eventually. Episodes publish weekly.",54,4.9,307,https://podcasts.apple.com/us/podcast/practical-stoicism/id1603004118
tgj92jis,All The Smoke,The Black Effect Network,Sports,"ALL THE SMOKE pairs two of the most outspoken and controversial players of their time. Known as fiery, intense competitors during their on-court careers, Matt Barnes and Stephen Jackson are now two of the most widely respected voices by today’s crop of NBA stars. Serving as mentors to numerous players throughout the league and with their hands firmly on the pulse of the game, they have first-hand insight into the minds, lives and pressing issues facing today’s players. Barnes and Jackson, who have played alongside two generations of All-Stars, will dish on the latest news and drama from on and off the court without boundaries.",243,4.7,6800,https://podcasts.apple.com/us/podcast/all-the-smoke/id1483638752
ikaekka7,Sympathy Pains,iHeart True Crime,Society & Culture,"Hosted by Laura Beil (Dr. Death, Bad Batch), Sympathy Pains is a six-part series from Neon Hum Media and iHeartRadio. For 20 years, Sarah Delashmit told people around her that she had cancer, muscular dystrophy, and other illnesses. She used a wheelchair and posted selfies from a hospital bed. She told friends and coworkers she was trapped in abusive relationships, or that she was the mother of children who had died. It was all a con. Sympathy was both her great need and her powerful weapon. But unlike most scams, she didn’t want people’s money. She was after something far more valuable.",7,4.8,1300,https://podcasts.apple.com/us/podcast/sympathy-pains/id1617326066
n55xvwkf,9to5Mac Happy Hour,9to5Mac Happy Hour,Technology,A weekly podcast discussing the latest in Apple and technology. Hosted by 9to5Mac's Benjamin Mayo and Zac Hall.,101,4.4,645,https://podcasts.apple.com/us/podcast/9to5mac-happy-hour/id641836403
ge79iq2c,Red Table Talk,iHeartPodcasts,Society & Culture,"Join Jada Pinkett-Smith, her daughter Willow Smith and mother Adrienne Banfield-Norris as they open their home for a series of groundbreaking and healing conversations. Red Table Talk, a Facebook Watch Original, brings together three generations of women to tackle the most provocative topics of today, from race and sexuality to infidelity and addiction. No topic is off limits. Take a seat at the table by listening to the Red Table Talk podcast.A production of Facebook Watch and Westbrook Audio",168,4.4,1900,https://podcasts.apple.com/us/podcast/red-table-talk/id1518710069
bjb38t6o,God Awful Movies,"Puzzle in a Thunderstorm, LLC",TV & Film,"Eli Bosnick, Heath Enwright, and Noah Lugeons team up for a weekly attempt to prove that if god existed, his PR couldn't possibly be this bad.",378,4.8,2200,https://podcasts.apple.com/us/podcast/god-awful-movies/id1041876428
ukcxh8qa,A Date With The Bake,Kimberly and Katie,TV & Film,"Hold onto your Chelsea buns! Kimberly and Katie, from A Date with Dateline, are branching out from their usual crime and punishment rough stuff to a more delicious type of rough puff. For this series we are delighting in the return of The Great British Bake Off, with sugar dusted recaps and discussion with just a pinch of snark. Not too much snark or you’ll have a snarky bottom. We're dishing on all the things you love about Bake Off— the properly British, mostly disguised (but sometimes not) innuendo, Noel’s perfect comic timing and choice of sweaters, and the always heart-stopping Hollywood handshake, usually following one or ten of his disapproving death stares. Join us in acting like we know what we’re talking about when it comes to flour choices (isn't semolina a country?), proving times for a proper loaf, and praising bakers along the way for their use of bold spices like our palettes might well be just as refined as the mighty Prue. What is a claggy frangipane genoise, you might ask, and am I in the emergency room or a patisserie if I am having one? Never fear, all the mysteries of pastry will be revealed in...no, no they won't. But, that's why we are on the couch and not in the Bake Off tent. If you love American professional amateur podcasters intently watching a group of amateur British bakers compete in a competition for the glory of national pride and a really heavy looking cake platter trophy with both really just earnestly doing their best then this is the home for you. Fire up the ovens, er... earbuds and on your mark, get set... It’s A DATE WITH THE BAKE!",42,4.9,507,https://podcasts.apple.com/us/podcast/a-date-with-the-bake/id1480067454
bcs4dzjd,"MacCast - For Mac Geeks, by Mac Geeks",Adam Christianson (Mac Geek),Technology,"The enhanced AAC edition of the show for Mac Geeks by Mac Geeks. Covers everything Apple, macOS, iOS, and more. Keep up to date on the latest Apple rumors, commentary, and news. Throw in technology tips and tricks for your Mac, iPhone, iPad, iPod, Apple TV, and more. Plus listener questions with helpful feedback and general technology geekery and you have the Maccast. Enjoy!",52,4.8,791,https://podcasts.apple.com/us/podcast/maccast-for-mac-geeks-by-mac-geeks/id74374416
ml6mgyf3,BravBros,BravBros,TV & Film,Steel and Shooter are just your everyday guys that begrudgingly fell into the Bravo world only to be entranced by the allure that is Bravo TV. On this show you’ll hear their takes on the hot topics from all things Bravo. A podcast by dudes for everyone!,29,4.8,225,https://podcasts.apple.com/us/podcast/bravbros/id1624254511
opgwx07c,Swindled,Swindled,True Crime,"Utilizes narrative storytelling, archival audio, and immersive soundscapes to explore true stories of white-collar criminals, con artists, and corporate evil. From corruption and fraud to Ponzi schemes and environmental disasters, these financially motivated crimes have shaped our world in unimaginable ways. All in the name of greed.",137,4.6,8000,https://podcasts.apple.com/us/podcast/swindled/id1308717668
oqiedq30,Roy's Job Fair,iHeartPodcasts,Comedy,"Work is like sex or food — you’re either getting it or looking for it. Comedian Roy Wood Jr. (correspondent on Comedy Central’s The Daily Show with Trevor Noah) explores the human condition every week through the prism of employment. Roy sits down with real people from ALL lines of work about their most memorable jobs, employment vacancies they're looking to fill, scams they've run at the office, and of course, the cringe-worthy office romances. Roy's famed humor is matched by his true empathy and curiosity for people. Join him on an entertaining exploration into the battle all of us fight every day. Balancing our need to provide with our need for emotional fulfillment. Learn from the people who got it right. Laugh with the rest of us, who constantly get it wrong. Welcome to the Job Fair.",92,4.9,643,https://podcasts.apple.com/us/podcast/roys-job-fair/id1557272095
njt7vyiy,History Daily,Noiser,History,"On History Daily, we do history, daily. Every weekday, host Lindsay Graham (American Scandal, American History Tellers) takes you back in time to explore a momentous event that happened ‘on this day’ in history.Whether it’s to remember the tragedy of December 7th, 1941, the day “that will live in infamy,” or to celebrate that 20th day in July, 1969, when mankind reached the moon, History Daily is there to tell you the true stories of the people and events that shaped our world—one day at a time.So if you’re stuck in traffic, bored at work—wherever you are, listen to History Daily to remind yourself that something incredible happened to make that day historic.A co-production from award-winning podcasters Airship and Noiser.For ad-free listening, exclusive content and early access to new episodes, join Noiser+. Now available for Apple and Android users. Go to noiser.com/subscriptions to get started.",310,4.7,892,https://podcasts.apple.com/us/podcast/history-daily/id1591095413
b9t2e6ux,iOS Today (Audio‪)‬,iOS Today,Technology,"Join Rosemary Orchard and Mikah Sargent for iOS Today, TWiT.tv's podcast for all things iPhone, iPad, Apple Watch, Apple TV, and more! From app reviews to helpful tips and tricks, from the latest news to the coolest accessories, Rosemary and Mikah will help you make the most of all your iOS devices. Send in your questions and feedback to iOSToday@twit.tv.Records live every Tuesday at Noon Eastern / 9:00am Pacific / 17:00 UTC.",27,4.1,510,https://podcasts.apple.com/us/podcast/ios-today-audio/id381972795
lbux40xj,The Running Explained Podcast,Elisabeth Scott,Sports,"New episodes now on THURSDAYS! Welcome to Running Explained, where ALL your running questions are answered! For new AND experienced runners, from training to racing, nutrition, recovery, gear, AND MORE, there's always something new to learn about running!",87,4.7,256,https://podcasts.apple.com/us/podcast/the-running-explained-podcast/id1554535778
2htnywef,Impact Theory with Tom Bilyeu,Impact Theory,Education,"Impact Theory is a business and mindset-focused interview show that will teach anyone aspiring to greatness the secrets to success. The show is hosted by Tom Bilyeu - a serial entrepreneur and co-founder of the #2 Inc. 500 company Quest Nutrition and former host of the viral hit Youtube series Inside Quest (viewed over 100,000,000 times). Bilyeu is known for his passion and preparation. Always eager to truly learn from his guests, Bilyeu digs deep and brings the urgency of someone hungry to put what he’s learning to immediate use - making the show not only entertaining and energetic, but also hyper-useful.",981,4.8,4100,https://podcasts.apple.com/us/podcast/impact-theory-with-tom-bilyeu/id1191775648
qaogpxy9,The Proof with Simon Hill,Live better for longer,Health & Fitness,"The Proof Podcast is a space for science-based conversation. Together with his guests, Simon Hill, a qualified physiotherapist and nutritionist, explores the health and longevity benefits that come with mastering physical exercise, nutrition, mindfulness, recovery, sleep, and alignment. Facts, nuance and trustworthy recommendations minus the hyperbole! All the proof you need to live better for longer.",230,4.9,1900,https://podcasts.apple.com/us/podcast/the-proof-with-simon-hill/id1367773989
t0ij21io,Live from Mount Olympus,Onassis Foundation,Kids & Family,"Season 2: Persephone longs for the chance to do more than paint the flowers that suddenly bloom wherever she steps as she trails behind her mother Demeter. When Persephone breaks free to join her friends Artemis and Athena for a picnic, she is suddenly stolen away to the underworld, full of intimidating gods and misunderstood monsters. On her own for the first time, Persephone struggles to find her way in the dark world below. Demeter tears apart the world above to bring her daughter back to the sunlight, and nothing can grow.  When nothing grows, humans starve. Can the gods stop fighting  so humanity can survive?Season 1: When young Perseus makes a rash promise to save his mother from the clutches of an evil king, he has to strike out on a dangerous quest.  Hermes, god of luck and thieves (Hadestown's André De Shields), is our host for this tale of terrifying monsters, powerful gods, and a brave girl who will change our hero’s life forever.Combining the artistry of foremost contemporary theater-makers with the timeless stories of Greek myth and the imaginative power of audio, Live from Mount Olympus is an adventure for tweens and families of all ages. This podcast is a production of the Onassis Foundation. This bold and original audio drama is created and produced by Peabody Award-winning showrunner Julie Burstein, co-produced by the Brooklyn-based theater ensemble The TEAM, and directed by Tony Award-winner Rachel Chavkin (Hadestown, Natasha, Pierre and the Great Comet), Keenan Tyler Oliphant (Associate Director of Hadestown and director of PlayCo’s upcoming U.S. premiere of Ebru Nihan Celkan’s Will You Come with Me?), and Zhailon Levingston (Tina: The Tina Turner Musical). Karen Brooks Hopkins is the executive producer.Live from Mount Olympus is presented by TRAX from PRX. Find out more at Onassis.link/OlympusOur actors include Kayla Bennett, Eric Berryman, Vinie Burrows, Jaaliyah Casey, Jill Frutkin, Divine Garland, Amber Gray,  Mari Harris, Joanne Hernandez, Modesto ""Flako"" Jimenez, Anna Kendrick, Libby King, Ian Lassiter, Zhailon Levingston, Christina Liberus, Kimberly Marable, Nehemiah Luckett, Jake Margolin, James Harrison Monaco, Isabella Rossellini, Kristen Sieh, Nidra Sous la Terre, Eierene Tuakora, Ching Valdes-Aran, and Jillian Walker. And André De Shields is Hermes.Special thanks to Calvin Samuel Blanch, Elliot Byler, Sam Chavrichs, Adrienne Hopkins, Caroline Hopkins, Natalie Hopkins, and Whit Vega Margolin-Vaughan.The TEAM’s Producing Director is Alexandra Lalonde, and Producing Manager is Laura Elliot.  We had casting support from Melissa Friedman of Epic Theater Ensemble.Our writer is Nathan Yungerberg. Tessa Zitter is assistant producer and Yonatan Rekem is assistant editor.  Audio production and mix by John Melillo.Season 1 sound design and audio production by David Schulman; episodes 1-6 written by Alexie Basil with story editor Nalini Jones; episodes 7-9 written by Nathan YungerbergLive from Mount Olympus music was composed by Magdalini Giannikou, edited, mixed, and mastered by Luca Bordonaro, and performed by Banda Magda. Jason Adam Katzenstein created our illustrations and is our series humor consultant.Music composed by Magdalini GiannikouMusic edited, mixed and mastered by Luca BordonaroMusic performed by Banda MagdaMichael Kendrick is Program Director for Onassis USA.  Marketing and social media management by Karina Grudnikov and Caroline English.  Press by Blake Zidell.  Graphic design by Onassis Creative Studio. Since 1975, the Onassis Foundation has been dedicated to culture, community, and education, with projects that can effectively inspire social change and justice across borders. Learn more at www.onassis.org.",29,4.4,705,https://podcasts.apple.com/us/podcast/live-from-mount-olympus/id1547669099
esh8p28s,Legends of the Old West,Noiser,History,"Wyatt Earp, Jesse James, and Butch and Sundance. Lakota, Comanche and Apache. Wars, gunfights and robberies. This show covers the toughest lawmen, the wildest outlaws, and the deadliest towns — all the people and events that shaped the American West.",170,4.8,2600,https://podcasts.apple.com/us/podcast/legends-of-the-old-west/id1362910749
thygu6at,Charting Pediatrics,Children's Hospital Colorado,Science,"Children's Hospital Colorado faculty examine the latest treatment options for the most common chief complaints in pediatric medicine. We will talk about significant research and advances in pediatric medicine, the nuanced art of practicing pediatrics and everything in between.",100,4.9,232,https://podcasts.apple.com/us/podcast/charting-pediatrics/id1270942356
h2ncyfa5,The Dream Bigger Podcast,Dear Media,Health & Fitness,"Welcome to The Dream Bigger Podcast, a podcast by Siffat Haider, Founder of wellness brand, Arrae. Each week, Siff will be chatting with movers and shakers who will inspire you to live your best life. Expect to hear from wellness experts, skincare gurus, entrepreneurs, and thought leaders. This podcast is like the best friend you can turn to for advice, who uplifts you, and encourages you to be your best self.",165,4.8,248,https://podcasts.apple.com/us/podcast/the-dream-bigger-podcast/id1436902528
k8wo636m,Little Stories for Tiny People: Anytime and bedtime stories for kids,Rhea Pechter,Kids & Family,"Little Stories for Tiny People is a kids' podcast featuring original kids' stories that will delight the tiny people in your life. Perfect for bleary-eyed parents, innovative teachers, and at-wits’-end babysitters looking for an alternative, non-annoying way to engage the toddlers and young kids they love at bedtime or anytime! Each story for children is lovingly written and performed with attention to the whimsical senses of humor children often possess. Visit www.littlestoriestinypeople.com to learn more, to purchase the first LSFTP picture book, and to shop for merch!",102,4.5,3900,https://podcasts.apple.com/us/podcast/little-stories-for-tiny-people-anytime-and-bedtime/id1039511252
sybnnma7,40 Weeks Pregnancy Podcast,Vanessa Merten of the Pregnancy Podcast,Kids & Family,"Want to know exactly what is going on with your baby and your body this week?  Whether you are in week 6 or week 36 of pregnancy, this show will give you just that in about five minutes.  Learn how big your baby is, what new developments are going on, how your pregnant body is changing, how you can find relief from some of the changes going on with you like morning sickness and back pain, what to expect at doctor or midwife appointments, how to plan ahead for breastfeeding, how to plan for the birth you want, plus get a tip each week for our partner!  To get each week delivered to your inbox according to your due date sign up at www.PregnancyPodcast.com/week/The Pregnancy Podcast has so much more information on specific topics related to pregnancy and is an awesome resource in conjunction with the 40 Weeks podcast.www.PregnancyPodcast.com",43,4.4,359,https://podcasts.apple.com/us/podcast/40-weeks-pregnancy-podcast/id1087684663
4evbeijx,The Teacher's Pet,The Australian,News,"Lyn and Chris Dawson appear to have the perfect marriage. He's a star footballer and popular high school teacher. She's a devoted wife and mother. They share a beautiful home above Sydney's northern beaches. But when Lyn goes missing, dark secrets are buried. This is no fairytale, but a sordid story of strangely close twin brothers, teenage student lovers, and probable murder. The Australian's Hedley Thomas digs deep into a cold case which has been unsolved for 36 years, uncovering startling new evidence.",16,4.5,6800,https://podcasts.apple.com/us/podcast/the-teachers-pet/id1385379989
dvfmpm54,Drum Tower,The Economist,News,"Two of The Economist's China correspondents, Alice Su and David Rennie, analyse the stories at the heart of this vast country and examine its influence beyond its borders. They’ll be joined by our global network of correspondents and expert guests to examine how everything from party politics to business, technology and culture are reshaping China and the world.  For almost seven centuries the beats of China’s most famous drum tower, or gulou, kept people in Beijing to time. The Economist’s latest podcast keeps you up to date every Monday.Sign up to our weekly newsletter here and for full access to print, digital and audio editions, as well as exclusive live events, subscribe to The Economist at economist.com/drumoffer. Hosted on Acast. See acast.com/privacy for more information.",2,5.0,21,https://podcasts.apple.com/us/podcast/drum-tower/id1651657142
jv42o789,Playground Radio,Louis The Child,Music,"Playground Radio is a bi-weekly radio show hosted by Louis The Child showcasing their favorite music at the moment. Be sure to stay tuned for news and updates about upcoming music, shows and what is happening in the world of Louis The Child.",118,4.9,120,https://podcasts.apple.com/us/podcast/playground-radio/id1462975076
0anubfxv,Pretty Lies & Alibis,Pretty Lies and Alibis,True Crime,Pretty Lies & Alibis covers stories from all across the US and our mission is to provide our listeners with the facts and most updated news on each case. Join GiGi to seek the truth and travel the long road to justice for the victims and their families.,433,4.5,588,https://podcasts.apple.com/us/podcast/pretty-lies-alibis/id1519114534
la9svzml,Christopher Kimball’s Milk Street Radio,Milk Street Radio,Arts,"Milk Street Radio travels the world to discover how food and cooking are changing lives and cultures, from $13,500 melons in Japan and computer-generated cookie recipes to the home cooking of Ina Garten and Egyptian fast food in Berlin. Hosted on Acast. See acast.com/privacy for more information.",325,4.2,2400,https://podcasts.apple.com/us/podcast/christopher-kimballs-milk-street-radio/id1158889592
w3r0oetd,How Leaders Lead with David Novak,David Novak,Business,"David Novak hosts real leadership conversations with the best CEOs, Founders & Entrepreneurs in business, sports and entertainment to talk about how they get such incredibly good things done and how they are making a difference in their communities. David, a former co-founder and CEO himself, has been asking great questions and learning from top leaders his whole life. Now he breaks down the key learnings so that by the end of each episode, you’ll have something simple you can apply as you develop into a better leader.",131,4.9,452,https://podcasts.apple.com/us/podcast/how-leaders-lead-with-david-novak/id1223803642
w6q1x1zs,Games with Names,Coast Productions,Sports,"Hosted by former Super Bowl MVP Julian Edelman and comedian Sam Morril, Games with Names is a sports history podcast on a search to find the greatest games of all time. From the infamous to the unforgettable, Jules and Sam dive back into the classic matchups and eras across all of sports history. Joined by the players, coaches, and celebrity fans that lived it, we’ll uncover first-hand insights and never-before-heard stories, shining new light and perspective on the greatest games in sports history.Subscribe wherever you listen: gameswithnames.comFor more Games With Names: Instagram: https://www.instagram.com/gameswithnames/TikTok: https://www.tiktok.com/@games.with.namesTwitter: https://twitter.com/gameswithnamesFacebook: https://www.facebook.com/gameswithnamesYouTube: https://www.youtube.com/c/GamesWithNamesPodcast",13,4.9,169,https://podcasts.apple.com/us/podcast/games-with-names/id1639821773
gnxr24nr,Good Cult,Kast Media,True Crime,"River Donaghey grew up in a cult. Or at least that’s what some people called it. His parents called it a “personal-growth seminar group.” Its leader called it “one big happy family.” But there was a dark side to the world River grew up in. One he never heard about as a kid. In the 1970s and 80s, a self-help company called Lifespring took America by storm. Hundreds of thousands of people walked out of Lifespring as true believers, convinced that the seminars had the power to change the world. But dozens of trainees claimed that after taking a seminar, they had a psychotic break. Some spent months in the hospital. Others attempted suicide. And at least four people died. River spent the past year digging into the bizarre, untold story of Lifespring and its controversial leader: a convicted felon turned New Age guru named John Hanley. What he uncovered made him question everything he thought he knew about his childhood. And about the seminars that are still changing lives—and ruining them—to this day.",7,4.8,1000,https://podcasts.apple.com/us/podcast/good-cult/id1643228328
2o80e2pm,Within Her Soul: The Unspoken Thoughts Of A Christian Woman,Sydney Rhodes & Jordan Mulanax,Religion & Spirituality,"This podcast is for Christian women to have a safe place where they don't feel alone. We will be sharing all things dating, friendships, self-care, sex, and more. We hope to give you advice in these areas but also comedic stories of our past and share our lessons learned and normalize what being a Christian woman is really like. So buckle up my Jesus Lovers. It's gonna get REAL, real quick. But we are in this together. Hope you stay awhile.music credit to: https://soundslikeanearful.com/download/epic-millennial-whistle/",42,4.9,74,https://podcasts.apple.com/us/podcast/within-her-soul-the-unspoken-thoughts-of-a-christian-woman/id1602427237
32ykxt0o,Design Matters with Debbie Millman,TED Audio Collective,Arts,"Design Matters with Debbie Millman is one of the world’s very first podcasts. Broadcasting independently for over 15 years, the show is about how incredibly creative people design the arc of their lives.",488,4.6,1100,https://podcasts.apple.com/us/podcast/design-matters-with-debbie-millman/id328074695
m4l2l2r1,Is This Real‪?‬,Green Arrow Media,History,"JFK, 9/11, Roswell, Area 51, Antifa. These are just some of the topics we will discuss in some questionable details that will make you think Is This Real?https://www.buzzsprout.com/?referrer_id=1090115",110,5.0,6,https://podcasts.apple.com/us/podcast/is-this-real/id1524954684
5q3ojfmc,The Night Owl: True Ghost Stories,Night Owl Paranormal Investigations,Society & Culture,"True ghost stories; haunted places, haunted people, and the mysteries that surround them. Follow host Stephen Belyeu and his team as they investigate paranormal events and those who are affected by them. Have a personal ghost story or haunted home or business? Share via voicemail at (512) 270-8859 or email thenightowlpodcast@gmail.com",47,4.9,1200,https://podcasts.apple.com/us/podcast/the-night-owl-true-ghost-stories/id1296680421
vj8t28hn,Garden Basics with Farmer Fred,Fred Hoffman,Leisure,"Tips for beginning and experienced gardeners. New episodes arrive every Friday. Fred Hoffman has been a U.C. Certified Master Gardener since 1982 and writes a weekly garden column for the Lodi News-Sentinel in Lodi, CA. A four-decade fixture in Sacramento radio, he hosted three radio shows for Northern California gardeners and farmers: The KFBK Garden Show, Get Growing with Farmer Fred, and the KSTE Farm Hour. Episode Website: https://gardenbasics.net",239,4.7,120,https://podcasts.apple.com/us/podcast/garden-basics-with-farmer-fred/id1507612020
cs9zddms,Podcast Beyond - IGN's PlayStation Show,IGN Staff,Leisure,"Beyond is IGN’s flagship PlayStation show, the place where we break down all the latest Sony news and announcements, share our impressions on what we’re playing - new and old - but most importantly, celebrate the fun and camaraderie of gaming.",649,4.5,3800,https://podcasts.apple.com/us/podcast/podcast-beyond-igns-playstation-show/id276268070
69zx97my,What To Expect,iHeartPodcasts,Kids & Family,"When Heidi Murkoff wrote the book ‘What To Expect When You’re Expecting’, she was pregnant with her daughter Emma. Her mission was simple: to help parents know what to expect, every step of the way. That mission has grown to include the world's bestselling pregnancy and parenting series and most popular pregnancy and parenting app. Now, Emma is a mom too—and they’re teaming up on the ‘What To Expect’ podcast to help you navigate your entire journey, from conception, to pregnancy, to the first years of parenting. Heidi and Emma break down your biggest questions, interview famous moms, and cover the issues you need to know about—from healthcare to childcare to maternal leave. Nothing is TMI, and nothing is off-limits! For more from Heidi and Emma, find them at @HeidiMurkoff, @EmmaBingWTE and @WhatToExpect.",46,3.6,161,https://podcasts.apple.com/us/podcast/what-to-expect/id1523351030
qb7umsyu,Ask Iliza Anything,Earwolf,Comedy,"Everyone deserves that best friend who delivers blunt advice with impunity. Comedian, writer, and actor Iliza Shlesinger is that friend. She has built a cult-like following of listeners seeking her hilarious take on their problems. Every week, people submit their burning questions to the show, with topics ranging from bad coworkers, psychotic bridesmaids, and a mother-in-law who won't move out to faking an accent and diarrhea etiquette. Iliza's answers range from wise and heart-felt to rage-fueled and off-the-wall. She enjoys nothing more than giving incisive life advice to total strangers, sometimes with a celebrity guest in tow. It's always entertaining, so go ahead: Ask Iliza Anything.",222,4.7,2900,https://podcasts.apple.com/us/podcast/ask-iliza-anything/id898873166
i289urz8,Fear From the Heartland: A Horror Anthology and Scary Stories Podcast,Studio71,Fiction,"While the stories may not all take place in the heartland, I am delivering them to you from the heartland. My intention is to strike fear and confusion into the mind, soul and yes...the heart. Fear From the Heartland! Hosted by Paul J. McSorley.For advertising opportunities please email PodcastPartnerships@Studio71us.com  We wanna make the podcast even better, help us learn how we can: https://bit.ly/2EcYbu4 Privacy Policy: https://www.studio71.com/us/terms-and-conditions-use/#Privacy%20Policy",44,5.0,30,https://podcasts.apple.com/us/podcast/fear-from-the-heartland-a-horror-anthology/id1606051811
k3dwwxar,Politicology,Politicology,News,"Politics in America is transforming. We’re embarking on a new series to deepen our understanding of who we are, how we got here, and how we rebuild without repeating the mistakes of the past. Ron Steslow hosts academics, behavioral economists, social psychologists, politicos, philosophers, anthropologists, journalists, poets, and storytellers—and more—to discuss America’s political present and future and dive into the deeper problems we face as a nation. Email us questions or comments: podcast@politicology.com.",383,4.8,15500,https://podcasts.apple.com/us/podcast/politicology/id1514968525
1vhzto1o,Christmas Stories,Sol Good Network,Fiction,Enjoy our collection of hundreds of Christmas StoriesView our entire collection of podcasts at www.solgood.orgAll Librivox recordings are in the public domain,193,4.0,10,https://podcasts.apple.com/us/podcast/christmas-stories/id1598841766
73mqgofa,The MLK Tapes,Tenderfoot TV,History,"According to the official story, on April 4th, 1968, a lone gunman assassinated Dr. Martin Luther King Jr. at the Lorraine Motel in Memphis, Tennessee. That man, James Earl Ray, pled guilty and for most people the case was closed. The MLK Tapes, a new true crime podcast from the creators of Atlanta Monster and Monster: DC Sniper, explores rare recordings of eye-witness testimony and new interviews with people who were there to reveal the true story of the plot to kill Dr. King.",17,4.6,1100,https://podcasts.apple.com/us/podcast/the-mlk-tapes/id1603151366
pdjxrp4f,Black Girls Heal,Shena Lashey,Health & Fitness,"Black Girls Heal helps women break out of cycles of unhealthy relationships with unavailable partners and feeling not enough by combining coaching, therapeutic support, and practical tools. Every episode, we will talk about intimacy, attachment, healing unresolved trauma, and growing in our self worth.",172,4.8,1300,https://podcasts.apple.com/us/podcast/black-girls-heal/id1448286071
qxd99awo,Making a Killing,Hudson Institute,Government,"Making a Killing explores how corruption is reshaping global politics, and fueling some of the most deadly security threats facing the world today - from the battlefields of Afghanistan and Iraq, to terrorist networks, nuclear proliferation, drug trafficking and other organized crime. Making a Killing is a podcast project from the Hudson Institute's Kleptocracy Initiative, hosted by Nate Sibley.",41,4.9,43,https://podcasts.apple.com/us/podcast/making-a-killing/id1551344782
86lh3vc3,The Narcissists' Code,Lee Hammock,Health & Fitness,"Welcome to my podcast. I am Lee Hammock a self aware narcissist and I'm known as Mental Healness all over social media. I have NPD (Narcissistic Personality Disorder) and I've been dealing with this personality disorder for as long as I can remember. I have been in psychotherapy for the last 4 years and Therapy has helped me to figure out exactly why I do what I do and it has allowed me to get to this point where I can offer you the perspective inside the head of a person battling this personality disorder. You might get triggered, but you'll get validated. @mentalhealness everywhere Support this podcast: https://anchor.fm/mentalhealness/support",585,4.9,720,https://podcasts.apple.com/us/podcast/the-narcissists-code/id1473703394
zkuzudi3,The Alisa Childers Podcast,Alisa Childers,Religion & Spirituality,Helping you answer Progressive Christianity and skeptical claims against the gospel from a biblical worldview,179,4.9,3700,https://podcasts.apple.com/us/podcast/the-alisa-childers-podcast/id1260262855
7j9p8j5c,Eons: Mysteries of Deep Time,PBS,Science,"Dig into the past and explore the greatest mysteries of natural history with the team behind the hit YouTube series PBS Eons. From the dawn of the dinosaurs to downtown Los Angeles, we’re covering what we know — and what we still don’t know — about the history of life on Earth.",11,4.9,605,https://podcasts.apple.com/us/podcast/eons-mysteries-of-deep-time/id1610360633
ieb5ec5j,The Ringer NFL Show,The Ringer,Sports,"SUNDAY: Nora Princiotti and Steven Ruiz break down Sunday's games, with an appearance from Ben Solak on Sunday's biggest storyline.MONDAY: Sheil Kapadia and Ben Solak go deep on Sunday's story lines and analyze MNF.TUESDAY: Jason Goff and Austin Gayle go through the weekly Ringer Power Rankings, with Steven Ruiz joining later to discuss his QB rankings.WEDNESDAY: Nora Princiotti invites a guest to share their spicy take, and see if Nora is willing to join them on their island.THURSDAY: Sheil Kapadia is joined by a guest to discuss some big-ticket NFL news items across the week.FRIDAY: Danny Heifetz, Ben Solak, and Steven Ruiz preview the NFL slate with analysis, insight, and banter.",964,4.1,3900,https://podcasts.apple.com/us/podcast/the-ringer-nfl-show/id1109282822
0p7cdj5v,Footbahlin with Ben Roethlisberger,Footbahlin with Ben Roethlisberger,Sports,"After years of sampling unique beers and talking football with friends, we've decided to make it a show! Get ready for uneducated craft beer reviews, over-educated football insight, and a list of special guests that is guaranteed not to disappoint!",10,5.0,56,https://podcasts.apple.com/us/podcast/footbahlin-with-ben-roethlisberger/id1648793385
