docno,title,description,genre,rating,num_reviews
e9vwsu7r,Put a Sock In It with Noah Beck & Larray,"What do you get when you cross multi-hyphenate content creator and recording artist Larri Marritt (@Larray) with the boy next door soccer superstar Noah Beck (@noahbeck)? The most unexpected, hilarious podcast: ""Put a Sock In It."" A weekly show where these unlikely BFF's tackle personal issues, drama, and spill the tea. This podcast features a wide range of influencers, athletes, actors, moms, therapists, financial advisors, with the occasional appearance from Larray's loving grandmother.  You can join in on the fun by going to the Put a Sock In It Hotline with your most pressing friend/relationship drama, and the guys will unpack your troubles on the podcast.Tune in each week for your scheduled one-hour serotonin boost filled with antics, games, drama, and a whole lotta love. We welcome the bros, the girlies, and everyone in between to our space. If anyone has a problem with that, well, they can put a sock in it. Be sure to follow on all social media @putasockinitpod as well. For advertising opportunities please email PodcastPartnerships@Studio71us.com   We wanna make the podcast even better, help us learn how we can: https://bit.ly/2EcYbu4  Privacy Policy: https://www.studio71.com/terms-and-conditions-use/#Privacy%20Policy",Comedy,4.8,758
exo2map8,American Fiasco,"Join host Roger Bennett of Men in Blazers for this story of the U.S. men’s soccer team that swaggered onto the international stage and set out to win the 1998 World Cup in France. When they arrived, they faced only one serious opponent: themselves. WNYC Studios is a listener-supported producer of other leading podcasts, including On the Media, Radiolab, Death, Sex & Money, Here’s the Thing with Alec Baldwin, Nancy and many others. © WNYC Studios",History,4.9,5700
ppzc7vij,I Love You So Much With Kenzie Elizabeth,"Hey, I’m Kenzie Elizabeth, host of the ILYSM podcast where we talk about the realities of life as a twenty-something in today’s world. From mental health struggles, hustle culture, and burnout to health and wellness, books, and relationships, no topic is off the table. My guests include celebrities, experts, authors, thought leaders, influencers and more, and you never know where the conversation will end up. I’m a native Texan who often juggles working in LA and NYC, and I can tell you, it gave me whiplash to arrive at 24 and realize that I didn’t have my life all figured out. If you can relate, let me just say it’s OK! We’re all stumbling through life, hanging onto the handrails. So, relax, that work email can wait, snuggle up in your favorite comfy chair and let’s chat!",Health & Fitness,4.4,1500
0n2dd7u6,Putting Racism on the Table Podcast Series,"In 2016, Washington Regional Regional Association of Grantmakers (WRAG) launched Putting Racism on the Table for philanthropic CEOs and government officials to learn from leading experts on the many aspects of racism, including structural racism, white privilege, implicit bias, mass incarceration, and the racial mosaic of this country. This podcast series features audio from key presentations in the Putting Racism on the Table series.Listen to the podcasts while you drive or workout. We hope you learn something new that you can use in your work and daily life!For more information on the series, go to www.washingtongrantmakers.org.",Government,4.3,43
wr2sgixs,That Sounds Fun with Annie F. Downs,"Christian author and speaker Annie F. Downs shares with you some of her favorite things: new books, faith conversations, restaurants, travel stories, musicians not to miss, interviews with friends. Pretty much, if it sounds fun to Annie, you're gonna hear about it.",Religion & Spirituality,4.9,9000
af94djog,The Rest of the Story: Revisited | Paul Harvey,"America's favorite radio host is back with the classic 'The Rest of the Story' short stories. Learn the hidden histories behind some of the the world's most well known historical figures, unknown actors, and world players in the way only Paul Harvey can do.",Society & Culture,4.8,80
dy12450e,We're not getting any younger... yet‪.‬,"Why do some of us age gracefully and others don’t? How do our bodies and minds experience aging at the cellular and molecular level? Why do we even age to begin with? And maybe most importantly, can we do anything about it? Join host Gordon Lithgow at the Buck Institute in California as he speaks with some of the brightest scientific stars on the planet to search for – and actually find answers to – these questions and many more.",Science,5.0,23
5rwku2m8,Pardon the Mess with Cynthia Yanof,"Parenting is messy and we're not afraid to talk about it. Each week Cynthia Yanof has honest conversations with her guests about raising our kids in biblical truth in a fast-changing world. It's funny, it's relatable, it's honest, and it's going to keep you coming back for more. Let's walk the parenting road together, because there are no perfect parents - just a perfect God who loves us in the middle of our mess.",Religion & Spirituality,4.9,626
qyd6qyjf,MURDERISH,"MURDERISH is a true crime podcast that delves into true stories of murder, disappearances and other creepy events. Also featured on the podcast are in-depth interviews with high-profile people in the true crime community. This podcast will take you on a deep-dive journey through interesting cases, beginning the date of the crime and ending with the courtroom verdict. If you are fascinated by true crime, and all that embodies the genre, this podcast will appeal to you. Listening to this podcast doesn't make you a murderer, it just means you're murder-ish.",True Crime,4.4,2600
53u2fp4e,Must Be Dice,"Must be Dice is a story driven table top role playing show featuring a seasonal cast of characters. Each week our group of adventurers face off against the mysteries, puzzles, and traps set for them by the Game Master, cracking jokes the entire time.",Leisure,4.9,131
muozucj7,Dungeons and Daddies,A Dungeons and Dragons podcast about four dads from our world transported into a realm of high fantasy and magic and their quest to rescue their sons. Hosted on Acast. See acast.com/privacy for more information.,Comedy,4.9,7800
4s1b3peg,If I Go Missing the Witches Did It,"2022 Webby Award Winner (Best Scripted Podcast- People's Voice)!  ""Where true crime and witchcraft meet...the show masks digestible magic for the beginner witch underneath a tale that discusses all the wrongs in society, which is really what witchcraft is all about."" — Teen Vogue""A thriller with heart."" — Good Morning AmericaStarring Oscar-nominated actress Gabourey Sidibe: when a Black writer goes missing, a white podcast host with a savior complex takes up the cause of finding her—and collides with a coven of influencers she suspects are responsible. After a summer in Westchester soaking up how the other half lives, Jenna Clayton has vanished without a trace. The only clue: a set of voice memos detailing an investigation into a group of influencers she suspected were using magic to achieve their means. Elise Edgerton is outraged that no one has found Jenna yet, and decides to take up the cause. But despite believing she is using her platform for good, Elise’s mission threatens to turn her into an even worse villain than a witch: a white savior. If I Go Missing the Witches Did It is a Realm production, starring Gabourey Sidibe and Sarah Natochenny and written by Pia Wilson. Listen Away. For more shows like this, visit Realm.fm",Fiction,4.6,673
cys40jvv,Campus Killings,"Campus Killings is a Bi-Weekly true crime podcast that debuts on September 17, 2022, and releases new episodes every other Saturday.Campus Killings is hosted by Dr. Meghan Sacks and Dr. Amy Shlosberg (Women & Crime, and Direct Appeal podcasts). In each episode, Meghan and Amy dive into some of the most shocking and tragic murders to happen on school grounds, and provide their analysis as both Educators and trained Criminologists. They discuss what went wrong, and what could have been done differently to prevent the tragic outcome.As criminologists, Meghan and Amy teach, research, write and podcast about victims, offenders and the issues surrounding our criminal justice system-and each have over 20 years of experience working in the system in various capacities such as law enforcement, mental health and offender reentry.Campus Killings is researched and written by Jessica Bettencourt (DNA: ID,  and Missing Persons podcasts)It’s produced by Mike Morford of AbJack Entertainment (Criminology, and The Murder in My Family podcasts)Follow Campus Killings on social media-On Facebook:facebook.com/CampuskillingsOn Twitter: twitter.com/CampusKillingsCampus Killings Homepage: https://www.spreaker.com/show/campus-killings",True Crime,4.6,98
sz6fso2y,Inquiring Minds,"Each week we bring you a new, in-depth exploration of the space where science and society collide. We’re committed to the idea that making an effort to understand the world around you though science and critical thinking can benefit everyone—and lead to better decisions. We want to find out what’s true, what’s left to discover, and why it all matters.",Science,4.4,816
pgbrtnqi,Cocktails and Gossip,"Introducing Cocktails and Gossip, from the creators of the wildly popular @BravoandCocktails_ Instagram account and website. The podcast where cocktails are sipped, but you better believe tea will be spilled. Join co-hosts B and Amanda as they chat Reality TV, Celebrity Blind Items, and exclusive tea that’s only shared here on the podcast. Thank you to the Cocktailers community for 200,000+ downloads so far - that's what's helped us get to #1 on Apple Podcasts!",TV & Film,4.6,285
r7mskri0,Broken Road,An audio drama set in the near future about a war veteran with obsolete military implants who teams up with a defiant farmer against a corrupt lawman.,Fiction,4.5,91
r9scxa76,Cut & Retie,"No matter how you fish or what you fish for, Cut & Retie with Joe Cermele. Never techy, always metal-injected, let your guard down and stop taking fishing so seriously, because it's just fishing, man.",Sports,5.0,249
cgcf7mgj,Working Class History,"History isn't made by kings and politicians, it's made by all of us. This podcast is about how we, together, have fought for a better world.Become a paid subscriber, support our work and get access to exclusive bonus episodes: on Spotify/Anchor at anchor.fm/workingclasshistory/subscribe or on patreon at patreon.com/workingclasshistory.",History,4.9,502
47srfqzl,The Silt Verses,"In this horror/fantasy serial drama, Carpenter and Faulkner, two worshippers of an outlawed god, travel up the length of their deity’s great black river, searching for holy revelations. As their pilgrimage lengthens and the river’s mysteries deepen, the two acolytes find themselves under threat from a police manhunt, but also come into conflict with the weirder gods that have flourished in these forgotten rural territories. Hosted on Acast. See acast.com/privacy for more information.",Fiction,4.8,286
83xnm8x2,Rants & Gems Real Estate Podcast,"Rants and Gems Real Estate PodcastMatthew Garland better know as MG The Mortgage Guy and Quiana Watson are huge profiles in the Real Estate Industry. MG The Mortgage Guy is the Number 1 Mortgage Broker in the Country and Quiana owns one of the Top Real Estate Firms in the country. The two powerhouses have come together to form the Rants & Gems Show, where they will discuss everything in the Real Estate game. Whether its Investing, News, Strategies, Education, and RINSE nothing is off limits. In addition the duo will bring on some of the most respected and knowledgeable Real Estate professionals & investors in the industry.",Business,5.0,1200
gilnlwms,Elliot In The Morning,Listen to Elliot In The Morning weekday...mornings in DC/RVA/KC/ATL � bit.ly/eitmlisten ☎️ 866-2-ELLIOT | 866-235-5468,Leisure,4.7,187
kz9516dn,Sibling Rivalry,"Monét X Change, Miss Congeniality of RuPaul’s Drag Race Season 10 and winner of AS4 and Bob The Drag Queen, winner of Season 8 (she won the first time) are not actually siblings but they are the intensely hilarious comedy duo with infectious chemistry behind the hit podcast Sibling Rivalry.    For advertising opportunities please email PodcastPartnerships@Studio71us.com   Privacy Policy: https://www.studio71.com/us/terms-and-conditions-use/#Privacy%20PolicyWe wanna make the podcast even better, help us learn how we can: https://bit.ly/2EcYbu4",Comedy,4.9,6800
jt6zfb6a,The Game Informer Show,"The Game Informer Show is a weekly gaming podcast covering the latest video game news, industry topics, exclusive reveals, and reviews. Join host Alex Van Aken every Thursday for a chat about your favorite games – past and present – with Game Informer staff, developers, and special guests from around the industry.",Leisure,4.6,1400
xq3iq8ai,Man In The Window: The Golden State Killer,"In Man in the Window, Paige St. John, a Pulitzer Prize winning investigative reporter has uncovered never before revealed details about the man who would eventually become one of California's most deadly serial killers. From Wondery and the L.A. Times comes a new series that traces his path of devastation through his victims' eyes.",True Crime,4.6,13800
24o2viv3,Mysterious Universe,"Always interesting and often hilarious, join hosts Aaron Wright and Benjamin Grundy as they investigate the latest in futurology, weird science, consciousness research, alternative history, cryptozoology, UFOs, and new-age absurdity.",Science,4.5,4900
kt25ip40,The Episodic Table of Elements,The history class visits the chemistry lab to explore wild tales of scientific adventure that stretch back to the beginning of time itself.,Science,4.7,198
sdlhh79b,HBO Max Movie Club,"The official HBO Max Movie Club podcast provides a forum for fans of the service’s priority library films and new Saturday night theatricals via conversational host commentary, along with guest appearances from the folks who produced, directed, wrote, or starred in these very awesome movies. Hosted by comedian Matt Rogers (Las Culturistas), this fun (and often, hilarious) podcast that covers the freshest new releases and most beloved nostalgic films of the past is your one-stop-shop for all movies on HBO Max…and beyond.",TV & Film,4.7,200
1vimqhdp,Angie Martinez IRL,"Created and hosted by renowned media personality Angie Martinez, “IRL” sees Angie and notable guests sitting down to candidly explore the magic of life, it’s fragility, purpose and complexities.  Angie’s conversations will explore legacy, philosophies, and the extraordinary ways we choose to live our real lives.",Music,4.9,602
yygb25wm,We Study Billionaires - The Investor’s Podcast Network,"We interview and study famous financial billionaires including Warren Buffett, Ray Dalio, and Howard Marks, and teach you what we learn and how you can apply their investment strategies in the stock market. We Study Billionaires is the largest stock investing podcast show in the world with 95,000,000+ downloads.",Business,4.6,2900
chq0vvrr,He's Where the Joy Is - Podcast,"The He’s Where the Joy Is podcast is focused on the three persons of the Trinity: Father, Son, and Spirit. If you’ve ever been stumped by the doctrine of the Trinity or wanted to know God better, this podcast is for you. In each episode, Tara-Leigh Cobble reads one chapter of Scripture that focuses on understanding God in His three-in-one-ness, then shares a quick devotional overview of the text. For the best possible experience, you’ll want to pair these audio clips with the He’s Where the Joy Is Bible study.",Religion & Spirituality,4.8,87
pr8za61l,Slate's Spoiler Specials,"On Slate's Spoiler Specials, Slate critics, such as Dana Stevens and Willa Paskin, discuss new movies and TV shows in spoiler-filled detail. We dissect twist endings, plot holes, and other secrets you won't read in reviews. WARNING: This podcast contains spoilers (duh).",TV & Film,3.2,676
mlvjuvnt,Apollyon,"In the early 22nd century, the Apollyon virus wiped out 75% of the world’s population, and now most of the world is governed by the International Conglomerate of Research Scientists. Dr. Theo Ramsey is an ICRS research scientist who may have just discovered an effective vaccine for Apollyon, but the stakes to get the vaccine to the public are higher than she ever imagined",Fiction,4.7,151
bogtthth,La Entrevista con Yordi Rosado,"Yordi Rosado nos regala esta serie de entrevistas muy diferentes a las que estamos acostumbrados. Divertidas, polémicas, emotivas, pero sobre todo muy adictivas.",TV & Film,4.7,250
8cejk1li,Writers in Tech,"A podcast where content strategist, UX writers, and content designers share their well-kept industry secrets.  This show is brought you by the UX Writing Hub.Take our FREE UX Writing course: http://bit.ly/2PBDMWy",Technology,4.9,15
vipx6t7e,The Criminal Makeup,"Danielle Kirsty, a True Crime content creator on YouTube, is now bringing her unbelievable stories to podcast format! With her huge passion for True Crime and expertise from her Law & Criminology degree, Danielle likes to dive deep into the minds of the worst criminals in history - so that we can all try and figure out why they do what they do. Join Danielle as she falls down the rabbit hole, delivering cases from around the world with curiosity, empathy and a much needed dash of sass!",True Crime,4.9,935
d8908t93,The Art of Being Well,"Leading functional medicine expert and best-selling author Dr. Will Cole has consulted thousands of people around the world on their health journey. Now is the time for your wellness journey. A manifesto for a new breed of health seekers, The Art Of Being Well is a fresh infusion of grace and lightness into wellness. Here we will explore exciting ways for you to nurture your body, spirit, mind and relationships. From this place of using self-care as a form of self-respect, you can discover your own metamorphosis.",Health & Fitness,4.6,616
2qvyhjlp,The Viral Podcast,"Chelcie Lynn and Paige Ginn are comedians not therapists, but they have a podcast which is pretty much the same thing.",Comedy,4.9,2900
p6lj7c56,Living on the Edge with Chip Ingram Daily Podcast,"Discovering the Bible's answers is the focus of Living on the Edge, the broadcast ministry of Chip Ingram. Each weekday, Chip will take you to God's Word for advice on topics like strengthening your marriage, understanding love and sex, raising moral children, and overcoming painful emotions. Chip also shares honestly from his own experiences. Visit us online at https://LivingontheEdge.org.",Religion & Spirituality,4.8,1400
7cpxg1b4,Triple R Teaching,"It's time to reignite your passion for teaching! Triple R Teaching provides simple strategies and practical tips for PreK-grade 3 educators. Anna Geiger, M.Ed., will show you how to make small changes to improve how you teach literacy concepts. Look forward to episodes about Anna's transition from balanced literacy to the science of reading, and expect episodes that will help you understand the research while giving you practical tips that you can implement today. Hit subscribe, and get ready to transform your teaching!",Education,4.9,81
tgobeusa,White Horse Inn,"Do all paths lead to God? Is the Bible history or mythology? Are we saved by grace or good works? Featuring conversations with Christians from a variety traditions, this program is designed to give you a better understanding of what you believe and why you believe it.",Religion & Spirituality,4.8,1900
9pmg7l7h,Always the Last to Know,"Hey! We are Ash and Katy, this is our podcast, Always the Last to Know!Growing up we were taught how to live in the world, everything was going fine…until literally, the entire world changed, thus making everything we had learned essentially obsolete. Needless to say, Mr. Feeny and Cory Matthews did not prepare us for social media takeovers, taxes, or making our way through an insane world where an entire generation is trauma bonded.It feels like we missed entire lessons on things so the goal is to fill in the gaps of our education- from discussions on current laws to clones,  from N.A.T.O to what's hidden under melting glaciers, join us while we attempt to navigate our way through the world, figure out adulthood, and hopefully learn something new along the way!",Society & Culture,5.0,26
r42ezz4d,Sal and Chris Present: Hey Babe‪!‬,Hey Babe! is a podcast where comedians Chris Distefano and Sal Vulcano share stories and have fun. Let your hair down & come hang out with the BABES!Rate us on iTunes! Follow us on social media @HeyBabePodhttps://linktr.ee/Nopreshnetwork,Comedy,4.9,6100
zn7tm1ww,"Clear Eyes, Full Hearts: A Friday Night Lights Rewatch Podcast","Clear Eyes, Full Hearts is a Friday Night Lights weekly rewatch podcast hosted by actors Derek Phillips and Stacey Oristano (Billy and Mindy Collette-Riggins). Derek and Stacey are married on television, but they’re friends in real life. Join them as the two pals take a trip back to Dillon, Texas where they’ll share highlights of the episodes, behind-the-scenes information and answer fan questions. Along the way, they’ll be joined by members of the Friday Night Lights family: writers, directors and fellow cast members.",TV & Film,4.9,292
1yfrjsek,The ReidOut with Joy Reid,"Joy Reid conducts one-on-one conversations with politicians and newsmakers while addressing provocative political issues both inside and outside of the beltway. Reid, who is also a best-selling author and public speaker, joined MSNBC in 2011 as a contributor. Drawing from her decades-long experience in politics, passion for addressing the intersection of race, justice and culture, as well as her signature tenacious interviewing style, Reid kicks off MSNBC’s primetime lineup by delving into American politics as it unfolds.",News,4.3,2500
hayvqf7u,Overhated,"The podcast where the underrated, the unfairly trashed, and the plain old forgotten movies get a second shot.",TV & Film,5.0,7
aax0yjxc,Politics Friday,Weekly updates from Mike Mulcahy and the Minnesota Public Radio newsroom staff covering politics in Minnesota.,Government,4.4,39
ohd9y2fz,The Lady Vanishes,"A much loved mother, teacher and friend steps on a plane for an overseas adventure and is never seen again. Marion Barter, the former wife of Australian soccer great Johnny Warren, went missing in 1997. The circumstances surrounding her disappearance are bizarre. Her daughter has never given up hope of finding her. This is her quest.  Hosted on Acast. See acast.com/privacy for more information.",News,4.4,1000
8o3h7byd,All There Is with Anderson Cooper,"Anderson Cooper takes us on a deeply personal exploration of loss and grief. He starts recording while packing up the apartment of his late mother Gloria Vanderbilt. Going through her journals and keepsakes, as well as things left behind by his father and brother, Cooper begins a series of emotional and moving conversations about the people we lose, the things they leave behind, and how to live on - with loss, with laughter, and with love.",Society & Culture,4.8,5800
zy3ynp7q,Not So Secret Societies,"Exposing the Not-So-Secret Societies! Join us as we take a deeper look into the hidden meanings behind everyday events, idols, cult-ure, his-story, and more.",Arts,4.5,709
wwc2073d,The Pirate History Podcast,"A podcast about the Golden Age of Piracy in the Caribbean, the real men and women that threatened the trade and stability of the Old World empires, the forces that led them to piracy and the myths and stories they inspired. Famous names like Captain Henry Morgan, Henry Avery, Charles Vane, Mary Reed, Anne Bonny, Black Bart Roberts, Ned Low, and Edward 'Blackbeard' Teach will rub elbows with Queens, Kings, Popes, rebellious monks, Caribbean Natives, African Slaves and notorious governors like Woodes Rogers. History, high seas adventure, myth and magic, voodoo, treachery, biography and freedom await.",History,4.8,1300
4ce1io1h,The NFX Podcast,We believe creating something of true significance starts with seeing things others do not. NFX is a venture firm exclusively focused on pre-seed & seed stage startups.,Technology,4.8,70
8dbenul1,Crazy in Love,"Falling in love is the best feeling in the world. You see stars, you feel giddy, but sometimes it makes us do crazy things and sometimes that means murder. Crazy In Love digs into the complex and contentious real-life stories of when beautiful love takes a gruesome turn. We explore the murderous lengths people went to in the name of love. Romantic love, motherly, brotherly and sisterly love, bestie bonds and lusty love. They can all make us a little crazy sometimes. Each week explores a new crime, told through a combination of interviews, news footage and narration.",True Crime,4.0,585
hcol9yly,The Art of Drinking with Join Jules and Your Favorite Uncle,"The CEO of Spritz Season and Tik Tok's top mixologist, Julianna McIntosh (@Join_Jules) teams up with cocktail history buff and unknown home bartending guru, Uncle Brad (@cigarsNvino) to bring you The Art of Drinking: With Join_Jules And Your Favorite Uncle. A podcast for the cocktail enthusiast, aspiring mixologist, or kinda o.k. home bartender with big plans… or no plans.Each week you will learn how to make 2 drinks; a classic made “the right way” from your favorite uncle and a classic with a modern twist thanks to Join Jules. You will know exactly what you need to buy, and we promise there will be no secret or hard-to-make ingredients. We will also give you a few tips, to polish your home bartending game. Finally, because it's not enough to just make a great drink, you also need something interesting to say when you serve that drink. Uncle Brad is going to tell you a story about the history behind the cocktail or ingredients used. So, get ready to sip and enjoy your way into the weekend.",Leisure,5.0,34
tsyvfgor,UnAborted,"Energetic and unapologetically Pro-Life, UnAborted with Seth Gruber brings you content and commentary from the front-lines of the abortion wars and translates pro-abortion rhetoric into reality.",News,4.9,803
5gp8wg9w,The Business of Fashion Podcast,"The Business of Fashion has gained a global following as an essential daily resource for fashion creatives, executives and entrepreneurs in over 200 countries. It is frequently described as “indispensable,” “required reading” and “an addiction.” Hosted on Acast. See acast.com/privacy for more information.",Arts,4.4,476
sq5iod1w,Learn Spanish with Stories,Learn Spanish with Stories is the number one podcast for upper beginner to intermediate Spanish learners. The main objective of this podcast is to give students fun and interesting stories from Latin America to help students with Spanish immersion. You can read while you listen if you head over to podcast.lingomastery.com to find the transcript.,Education,4.7,39
b8lbcwf1,The Indicator from Planet Money,"A little show about big ideas. From the people who make Planet Money, The Indicator helps you make sense of what's happening today. It's a quick hit of insight into work, business, the economy, and everything else. Listen weekday afternoons.Got money on your mind? Try Planet Money+ — a new way to support the show you love, get a sponsor-free feed of the podcast, *and* get access to bonus content. A subscription also gets you access to The Indicator and Planet Money Summer School, both without interruptions.",Business,4.7,8500
v96bfnsp,The Blockchain Socialist,A podcast by The Blockchain Socialist (@TBSocialist) giving a platform for those at the intersection of blockchain and Left politics.,Technology,4.7,21
59nznqsd,Deepak Chopra’s Infinite Potential,"What makes us conscious beings and why does it matter that we are?  In his first ever podcast, Deepak Chopra welcomes a far-ranging group of guests, including Jane Goodall, Russell Brand, Dan Savage, Christopher Wylie, Jean Houston, Dr. Sanjay Gupta, and many more, who have paved new paths for understanding our present and future.  How do we define, harness, and elevate our minds?  How can we live creatively and purposefully?  What makes you…you? Join Deepak as he delves into this moment of great transformation to answer these questions…and explore our infinite potential.",Society & Culture,4.7,2400
riwplymp,Wondery True Crime,The best of Wondery's true crime podcasts.,True Crime,3.8,124
jzwwses4,Where the Stars Fell,"Dr. Edison Tucker is having a very weird life. Not being able to die tends to color things that way. Lucille Kensington is the literary scene’s biggest enigma. That’s just the way she likes it. When the pair find themselves sharing a cabin in the strangest town in America— Jerusalem, OR— they’re prepared for a housemate situation from hell. What they’re not expecting is tidings of a stranger sort: Ed is the antichrist, Lucy her guardian angel, and if they can’t find a way to work together soon, the rapture is set to take first the town, then the world… but neither of them know that yet. Welcome to Jerusalem, OR, where what doesn’t kill you is just another mystery.",Fiction,4.5,104
3jwu4pf2,Retirement Answer Man,"A top retirement podcast. Roger Whitney, CFP®, CIMA®, CPWA®, RMA, AIF® guides you on how to actually do retirement well financially and personally. This retirement podcast isn't afraid to talk about the softer side of retirement. It will teach you how to retire with confidence. Two-time PLUTUS winner for best retirement podcast / blog and the 2019 winner for best financial planner blog. This retirement podcast covers how to create a paycheck, medicare, healthcare, Social Security, tax management in retirement as well as retirement travel and other non-financial issues you'll need to address to rock retirement.  Retirement isn’t an age OR a financial number. It’s finding that balance between living well today and feeling confident about your retirement. It’s about gaining more freedom to pursue the life you want. Join the rock retirement community at www.rogerwhitney.com",Business,4.6,886
5w5p7fe2,Life Kit,"Everyone needs a little help being a human. From sleep to saving money to parenting and more, we talk to the experts to get the best advice out there. Life Kit is here to help you get it together.Want another life hack? Try Life Kit+. Your subscription supports the show and unlocks an exclusive sponsor-free feed. Learn more at plus.npr.org/lifekit.",Health & Fitness,4.3,3300
66wgkibh,Life with Marianna,"Marianna Hewitt is a leading voice in social media with over 1 million followers and also the co-founder of skincare line, Summer Fridays. Each week on Life With Marianna, you’ll hear from her network of influencers, brand founders, and personalities to inspire YOU to live your best life.",Arts,4.9,1500
5616n73p,Grim Tide: Hunting The Long Island Serial Killer,"Senior correspondent Laura Ingle hosts this multi-part Fox Nation Audio podcast that examines the unsolved murder mystery of the more than ten people, many of them sex workers, found on Long Island. This FOX News Investigative Unit series explores what law enforcement is currently doing to solve the case using new technology. Listen to details from a former escort who believes she spoke directly with the Long Island Serial Killer (LISK). In exclusive bonus content, you will hear from the investigator who helped solve the Golden State Killer case. He believes that the same investigative methods can be used to track down LISK. Our production team was also granted exclusive access to the Suffolk County Crime Lab to learn about the latest technology they are using to crack the case.",True Crime,4.5,49
e6rc8mvu,City Journal's 10 Blocks,"City Journal's 10 Blocks, a weekly podcast hosted by editor Brian C. Anderson, features discussions on urban policy and culture with City Journal editors, contributors, and special guests. Forthcoming episodes will be devoted to topics such as: predictive policing, the Bronx renaissance, reform of the Port Authority of New York and New Jersey, homelessness in Portland, Oregon, and more. City Journal is a quarterly print and regular online magazine published by the Manhattan Institute.",Government,4.8,504
6he8sjpf,Infinite Snap - A Marvel Snap Podcast,"A couple of Aussies talking everything Marvel Snap! Join your hosts Ritchie, Tom and Justin covering all the latest Marvel Snap news, the latest decks and the evolving meta. Watch the podcast live on Youtube or listen on all podcasting platforms.Follow us on Twitter: https://twitter.com/infinitesnappodSee the podcast recorded live: https://youtube.com/shadowdtv Join our Discord: https://discord.io/shadowdtvRitchie's Socialshttps://twitter.com/shadowdtvhttps://youtube.com/shadowdtvTom's Socialshttps://twitter.com/TKoutsoJustin's Socialshttps://twitter.com/jzzy036",Leisure,5.0,1
8ztx62z0,What We Said,"Intended to inspire and entertain, best friends Jaci Marie & Chelsey Jade talk candidly about health, business, relationships, life, etc. You can expect the girls to be joined by occasional guests, reading friends' & fans' stories, & offering unsolicited but heartfelt advice. | Introduction music by Lowercase Committee | Cover art by Chloe Bruderer.",Society & Culture,4.8,7700
gqbxcgv1,IRL: Online Life Is Real Life,"Online life is real life, and with artificial intelligence it’s getting even more real. In Season 6, IRL zooms in on data, machine learning and algorithms, as host Bridget Todd shares real life stories about AI from around the world. This season doubles as Mozilla’s 2022 Internet Health Report, which explores who is reclaiming power to make online life healthier for everyone.",Technology,4.6,425
lv09i0kg,Here's The Thing,Here's The Thing is podcast with @ThatChickAngel and @KevOnStage. Buckle up its LIT.,Comedy,4.9,6900
ql8zib6o,RADIO FREE BURRITO dot COM,"Wil Wheaton presents an infrequently-updated podcast with music, stories, and other things which he finds ... interesting.",Music,4.8,272
2nb26vqx,The Mom Room,"Warning: This is NOT a typical parenting podcast! Renee Reina is the mom friend you’ve always wanted and The Mom Room is the podcast you've always needed! Renee is not afraid to challenge parenting practices, ask the hard (and sometimes awkward) questions, tackle taboo topics and say what we're all thinking. From setting boundaries and refusing visitors after giving birth to breaking down why being the default parent is so hard, Renee is exploring and exposing the good, the bad, and the sh*tty parts of parenting. Holding a PhD in psychology in one hand and a diaper bag brimming with snacks in the other, Renee is not trying to “balance” it all and is on a mission to validate, educate, and entertain moms everywhere. So grab the cold cup of coffee you’ve reheated three times, push aside the mom guilt and enter The Mom Room, the #1 podcast for moms! New episodes every Tuesday and Thursday.",Kids & Family,4.9,482
0pu3frsw,The Tech Guy (Audio‪)‬,"No one does a better job of explaining technology, computers, and the Internet than Leo Laporte. This feed contains the full content of his twice weekly radio talk show as heard on stations all over the US on the Premiere Radio Networks.Records live weekends at 2:06pm Eastern / 11:06am Pacific / 19:06 UTC.",Technology,4.4,1900
6dwpc4dv,MonsterTalk,"MonsterTalk: The Science Show About Monsters is a free audio podcast that critically examines the science behind cryptozoological (and legendary) creatures, such as Bigfoot, the Loch Ness Monster, or werewolves.",Science,4.6,1100
bylmvtiz,Strange Trails,"Finn Mitchell and his best friend Omari Mason travel to a rural town in West Virginia to investigate folklore about a serial killer there known as the Shadow Man. Early on, they meet a local girl, Ava Cook, who has personal experience with the Shadow Man which reels them in to stay and find out more. They work together with her, and as they dig deeper they find more about the town than they’d anticipated. Welcome to Strange Trails, a fictional investigation based on the format and style of 'Serial'.",Fiction,4.6,49
